week_start,store_id,location,region,channel,category,units_sold,unit_price,unit_cost,overhead_allocated
2024-02-19,S00,QuickCart Online,National,Online,Consoles,21,402.7,330.29,180.0
2024-02-19,S00,QuickCart Online,National,Online,Video Games,98,65.09,41.87,180.0
2024-02-19,S00,QuickCart Online,National,Online,Accessories,72,37.67,20.63,180.0
2024-02-19,S00,QuickCart Online,National,Online,Collectibles,42,47.7,23.25,180.0
2024-02-19,S00,QuickCart Online,National,Online,Trade-Ins/Used Games,43,20.74,7.6,180.0
2024-02-26,S01,"Monterey, CA",Central Coast,In-Store,Consoles,7,468.27,389.73,480.0
2024-02-26,S01,"Monterey, CA",Central Coast,In-Store,Video Games,43,64.57,41.47,480.0
2024-02-26,S01,"Monterey, CA",Central Coast,In-Store,Accessories,27,28.25,15.88,480.0
2024-02-26,S01,"Monterey, CA",Central Coast,In-Store,Collectibles,16,80.07,36.65,480.0
2024-02-26,S01,"Monterey, CA",Central Coast,In-Store,Trade-Ins/Used Games,16,24.78,9.04,480.0
2024-02-26,S02,"Salinas, CA",Central Coast,In-Store,Consoles,10,473.68,385.85,420.0
2024-02-26,S02,"Salinas, CA",Central Coast,In-Store,Video Games,28,58.01,37.31,420.0
2024-02-26,S02,"Salinas, CA",Central Coast,In-Store,Accessories,28,45.23,25.88,420.0
2024-02-26,S02,"Salinas, CA",Central Coast,In-Store,Collectibles,11,74.73,35.13,420.0
2024-02-26,S02,"Salinas, CA",Central Coast,In-Store,Trade-Ins/Used Games,19,12.64,4.44,420.0
2024-02-26,S03,"Santa Cruz, CA",Central Coast,In-Store,Consoles,8,478.25,379.22,440.0
2024-02-26,S03,"Santa Cruz, CA",Central Coast,In-Store,Video Games,28,65.13,40.86,440.0
2024-02-26,S03,"Santa Cruz, CA",Central Coast,In-Store,Accessories,25,55.08,29.21,440.0
2024-02-26,S03,"Santa Cruz, CA",Central Coast,In-Store,Collectibles,14,36.78,17.22,440.0
2024-02-26,S03,"Santa Cruz, CA",Central Coast,In-Store,Trade-Ins/Used Games,15,29.12,10.6,440.0
2024-02-26,S04,"San Jose, CA",Bay Area,In-Store,Consoles,9,414.8,338.15,620.0
2024-02-26,S04,"San Jose, CA",Bay Area,In-Store,Video Games,33,56.63,35.6,620.0
2024-02-26,S04,"San Jose, CA",Bay Area,In-Store,Accessories,28,25.25,14.37,620.0
2024-02-26,S04,"San Jose, CA",Bay Area,In-Store,Collectibles,12,45.93,22.01,620.0
2024-02-26,S04,"San Jose, CA",Bay Area,In-Store,Trade-Ins/Used Games,18,23.3,8.22,620.0
2024-02-26,S05,"Sacramento, CA",Central Valley,In-Store,Consoles,10,428.52,368.18,520.0
2024-02-26,S05,"Sacramento, CA",Central Valley,In-Store,Video Games,39,47.23,29.48,520.0
2024-02-26,S05,"Sacramento, CA",Central Valley,In-Store,Accessories,32,47.51,24.95,520.0
2024-02-26,S05,"Sacramento, CA",Central Valley,In-Store,Collectibles,15,53.77,26.85,520.0
2024-02-26,S05,"Sacramento, CA",Central Valley,In-Store,Trade-Ins/Used Games,18,28.97,10.25,520.0
2024-02-26,S06,"Fresno, CA",Central Valley,In-Store,Consoles,8,462.66,383.97,460.0
2024-02-26,S06,"Fresno, CA",Central Valley,In-Store,Video Games,39,60.63,38.19,460.0
2024-02-26,S06,"Fresno, CA",Central Valley,In-Store,Accessories,34,42.27,24.19,460.0
2024-02-26,S06,"Fresno, CA",Central Valley,In-Store,Collectibles,15,40.63,19.39,460.0
2024-02-26,S06,"Fresno, CA",Central Valley,In-Store,Trade-Ins/Used Games,21,27.31,9.17,460.0
2024-02-26,S00,QuickCart Online,National,Online,Consoles,19,473.75,375.87,180.0
2024-02-26,S00,QuickCart Online,National,Online,Video Games,75,55.18,35.82,180.0
2024-02-26,S00,QuickCart Online,National,Online,Accessories,76,55.11,31.31,180.0
2024-02-26,S00,QuickCart Online,National,Online,Collectibles,32,76.73,36.76,180.0
2024-02-26,S00,QuickCart Online,National,Online,Trade-Ins/Used Games,62,27.66,9.52,180.0
2024-03-04,S01,"Monterey, CA",Central Coast,In-Store,Consoles,7,495.29,391.55,480.0
2024-03-04,S01,"Monterey, CA",Central Coast,In-Store,Video Games,45,64.8,41.08,480.0
2024-03-04,S01,"Monterey, CA",Central Coast,In-Store,Accessories,36,57.53,32.61,480.0
2024-03-04,S01,"Monterey, CA",Central Coast,In-Store,Collectibles,13,74.35,33.95,480.0
2024-03-04,S01,"Monterey, CA",Central Coast,In-Store,Trade-Ins/Used Games,21,20.37,7.25,480.0
2024-03-04,S02,"Salinas, CA",Central Coast,In-Store,Consoles,9,457.46,387.21,420.0
2024-03-04,S02,"Salinas, CA",Central Coast,In-Store,Video Games,44,42.25,25.5,420.0
2024-03-04,S02,"Salinas, CA",Central Coast,In-Store,Accessories,21,53.79,29.77,420.0
2024-03-04,S02,"Salinas, CA",Central Coast,In-Store,Collectibles,18,34.5,15.84,420.0
2024-03-04,S02,"Salinas, CA",Central Coast,In-Store,Trade-Ins/Used Games,24,31.73,10.89,420.0
2024-03-04,S03,"Santa Cruz, CA",Central Coast,In-Store,Consoles,8,412.98,353.76,440.0
2024-03-04,S03,"Santa Cruz, CA",Central Coast,In-Store,Video Games,32,53.78,32.0,440.0
2024-03-04,S03,"Santa Cruz, CA",Central Coast,In-Store,Accessories,35,20.1,11.0,440.0
2024-03-04,S03,"Santa Cruz, CA",Central Coast,In-Store,Collectibles,16,71.02,35.61,440.0
2024-03-04,S03,"Santa Cruz, CA",Central Coast,In-Store,Trade-Ins/Used Games,20,27.56,9.31,440.0
2024-03-04,S04,"San Jose, CA",Bay Area,In-Store,Consoles,8,408.9,334.94,620.0
2024-03-04,S04,"San Jose, CA",Bay Area,In-Store,Video Games,34,67.55,39.92,620.0
2024-03-04,S04,"San Jose, CA",Bay Area,In-Store,Accessories,27,33.95,19.51,620.0
2024-03-04,S04,"San Jose, CA",Bay Area,In-Store,Collectibles,17,25.95,12.69,620.0
2024-03-04,S04,"San Jose, CA",Bay Area,In-Store,Trade-Ins/Used Games,21,33.45,11.54,620.0
2024-03-04,S05,"Sacramento, CA",Central Valley,In-Store,Consoles,8,417.98,329.79,520.0
2024-03-04,S05,"Sacramento, CA",Central Valley,In-Store,Video Games,43,52.64,33.17,520.0
2024-03-04,S05,"Sacramento, CA",Central Valley,In-Store,Accessories,31,40.87,21.4,520.0
2024-03-04,S05,"Sacramento, CA",Central Valley,In-Store,Collectibles,17,36.05,16.66,520.0
2024-03-04,S05,"Sacramento, CA",Central Valley,In-Store,Trade-Ins/Used Games,21,10.72,3.85,520.0
2024-03-04,S06,"Fresno, CA",Central Valley,In-Store,Consoles,7,420.6,357.64,460.0
2024-03-04,S06,"Fresno, CA",Central Valley,In-Store,Video Games,33,43.43,28.01,460.0
2024-03-04,S06,"Fresno, CA",Central Valley,In-Store,Accessories,21,52.63,27.92,460.0
2024-03-04,S06,"Fresno, CA",Central Valley,In-Store,Collectibles,12,36.55,16.97,460.0
2024-03-04,S06,"Fresno, CA",Central Valley,In-Store,Trade-Ins/Used Games,22,9.64,3.21,460.0
2024-03-04,S00,QuickCart Online,National,Online,Consoles,25,422.79,340.58,180.0
2024-03-04,S00,QuickCart Online,National,Online,Video Games,77,40.57,25.76,180.0
2024-03-04,S00,QuickCart Online,National,Online,Accessories,76,47.55,26.09,180.0
2024-03-04,S00,QuickCart Online,National,Online,Collectibles,43,54.93,25.34,180.0
2024-03-04,S00,QuickCart Online,National,Online,Trade-Ins/Used Games,53,32.64,10.9,180.0
2024-03-11,S01,"Monterey, CA",Central Coast,In-Store,Consoles,9,485.7,399.13,480.0
2024-03-11,S01,"Monterey, CA",Central Coast,In-Store,Video Games,35,67.92,40.26,480.0
2024-03-11,S01,"Monterey, CA",Central Coast,In-Store,Accessories,28,32.07,17.97,480.0
2024-03-11,S01,"Monterey, CA",Central Coast,In-Store,Collectibles,14,82.68,37.99,480.0
2024-03-11,S01,"Monterey, CA",Central Coast,In-Store,Trade-Ins/Used Games,16,24.21,8.11,480.0
2024-03-11,S02,"Salinas, CA",Central Coast,In-Store,Consoles,7,462.31,380.93,420.0
2024-03-11,S02,"Salinas, CA",Central Coast,In-Store,Video Games,33,68.84,42.81,420.0
2024-03-11,S02,"Salinas, CA",Central Coast,In-Store,Accessories,28,41.24,21.77,420.0
2024-03-11,S02,"Salinas, CA",Central Coast,In-Store,Collectibles,16,78.7,38.35,420.0
2024-03-11,S02,"Salinas, CA",Central Coast,In-Store,Trade-Ins/Used Games,23,27.02,9.19,420.0
2024-03-11,S03,"Santa Cruz, CA",Central Coast,In-Store,Consoles,8,421.85,340.35,440.0
2024-03-11,S03,"Santa Cruz, CA",Central Coast,In-Store,Video Games,35,51.48,30.63,440.0
2024-03-11,S03,"Santa Cruz, CA",Central Coast,In-Store,Accessories,28,43.93,23.86,440.0
2024-03-11,S03,"Santa Cruz, CA",Central Coast,In-Store,Collectibles,12,83.61,38.4,440.0
2024-03-11,S03,"Santa Cruz, CA",Central Coast,In-Store,Trade-Ins/Used Games,24,11.33,3.81,440.0
2024-03-11,S04,"San Jose, CA",Bay Area,In-Store,Consoles,9,480.18,395.97,620.0
2024-03-11,S04,"San Jose, CA",Bay Area,In-Store,Video Games,38,55.85,34.04,620.0
2024-03-11,S04,"San Jose, CA",Bay Area,In-Store,Accessories,23,29.91,16.72,620.0
2024-03-11,S04,"San Jose, CA",Bay Area,In-Store,Collectibles,16,79.77,39.14,620.0
2024-03-11,S04,"San Jose, CA",Bay Area,In-Store,Trade-Ins/Used Games,26,24.01,8.28,620.0
2024-03-11,S05,"Sacramento, CA",Central Valley,In-Store,Consoles,9,420.27,350.02,520.0
2024-03-11,S05,"Sacramento, CA",Central Valley,In-Store,Video Games,31,42.25,27.1,520.0
2024-03-11,S05,"Sacramento, CA",Central Valley,In-Store,Accessories,27,48.32,26.77,520.0
2024-03-11,S05,"Sacramento, CA",Central Valley,In-Store,Collectibles,17,78.16,39.3,520.0
2024-03-11,S05,"Sacramento, CA",Central Valley,In-Store,Trade-Ins/Used Games,24,24.34,8.64,520.0
2024-03-11,S06,"Fresno, CA",Central Valley,In-Store,Consoles,6,491.91,416.66,460.0
2024-03-11,S06,"Fresno, CA",Central Valley,In-Store,Video Games,31,44.41,28.09,460.0
2024-03-11,S06,"Fresno, CA",Central Valley,In-Store,Accessories,26,29.29,15.31,460.0
2024-03-11,S06,"Fresno, CA",Central Valley,In-Store,Collectibles,17,58.64,27.87,460.0
2024-03-11,S06,"Fresno, CA",Central Valley,In-Store,Trade-Ins/Used Games,17,24.83,8.28,460.0
2024-03-11,S00,QuickCart Online,National,Online,Consoles,24,420.51,342.05,180.0
2024-03-11,S00,QuickCart Online,National,Online,Video Games,85,50.1,31.75,180.0
2024-03-11,S00,QuickCart Online,National,Online,Accessories,86,39.54,20.84,180.0
2024-03-11,S00,QuickCart Online,National,Online,Collectibles,28,30.02,14.58,180.0
2024-03-11,S00,QuickCart Online,National,Online,Trade-Ins/Used Games,58,15.8,5.62,180.0
2024-03-18,S01,"Monterey, CA",Central Coast,In-Store,Consoles,8,443.2,355.18,480.0
2024-03-18,S01,"Monterey, CA",Central Coast,In-Store,Video Games,41,42.41,26.11,480.0
2024-03-18,S01,"Monterey, CA",Central Coast,In-Store,Accessories,25,44.53,24.46,480.0
2024-03-18,S01,"Monterey, CA",Central Coast,In-Store,Collectibles,16,22.18,10.53,480.0
2024-03-18,S01,"Monterey, CA",Central Coast,In-Store,Trade-Ins/Used Games,22,9.19,3.15,480.0
2024-03-18,S02,"Salinas, CA",Central Coast,In-Store,Consoles,7,412.72,330.16,420.0
2024-03-18,S02,"Salinas, CA",Central Coast,In-Store,Video Games,33,39.23,24.92,420.0
2024-03-18,S02,"Salinas, CA",Central Coast,In-Store,Accessories,24,31.11,17.46,420.0
2024-03-18,S02,"Salinas, CA",Central Coast,In-Store,Collectibles,14,77.33,38.25,420.0
2024-03-18,S02,"Salinas, CA",Central Coast,In-Store,Trade-Ins/Used Games,16,30.54,10.2,420.0
2024-03-18,S03,"Santa Cruz, CA",Central Coast,In-Store,Consoles,6,491.12,417.3,440.0
2024-03-18,S03,"Santa Cruz, CA",Central Coast,In-Store,Video Games,37,56.2,35.57,440.0
2024-03-18,S03,"Santa Cruz, CA",Central Coast,In-Store,Accessories,27,19.18,10.04,440.0
2024-03-18,S03,"Santa Cruz, CA",Central Coast,In-Store,Collectibles,13,75.09,36.47,440.0
2024-03-18,S03,"Santa Cruz, CA",Central Coast,In-Store,Trade-Ins/Used Games,24,31.99,10.74,440.0
2024-03-18,S04,"San Jose, CA",Bay Area,In-Store,Consoles,10,423.33,350.22,620.0
2024-03-18,S04,"San Jose, CA",Bay Area,In-Store,Video Games,36,50.87,30.94,620.0
2024-03-18,S04,"San Jose, CA",Bay Area,In-Store,Accessories,26,28.99,15.42,620.0
2024-03-18,S04,"San Jose, CA",Bay Area,In-Store,Collectibles,14,26.98,12.96,620.0
2024-03-18,S04,"San Jose, CA",Bay Area,In-Store,Trade-Ins/Used Games,25,17.73,6.35,620.0
2024-03-18,S05,"Sacramento, CA",Central Valley,In-Store,Consoles,10,480.5,383.62,520.0
2024-03-18,S05,"Sacramento, CA",Central Valley,In-Store,Video Games,29,44.92,28.14,520.0
2024-03-18,S05,"Sacramento, CA",Central Valley,In-Store,Accessories,33,43.5,23.15,520.0
2024-03-18,S05,"Sacramento, CA",Central Valley,In-Store,Collectibles,16,53.59,26.38,520.0
2024-03-18,S05,"Sacramento, CA",Central Valley,In-Store,Trade-Ins/Used Games,23,20.22,7.38,520.0
2024-03-18,S06,"Fresno, CA",Central Valley,In-Store,Consoles,8,462.53,384.0,460.0
2024-03-18,S06,"Fresno, CA",Central Valley,In-Store,Video Games,43,57.82,34.6,460.0
2024-03-18,S06,"Fresno, CA",Central Valley,In-Store,Accessories,22,33.9,18.28,460.0
2024-03-18,S06,"Fresno, CA",Central Valley,In-Store,Collectibles,13,22.93,11.01,460.0
2024-03-18,S06,"Fresno, CA",Central Valley,In-Store,Trade-Ins/Used Games,18,20.3,6.79,460.0
2024-03-18,S00,QuickCart Online,National,Online,Consoles,25,406.67,345.62,180.0
2024-03-18,S00,QuickCart Online,National,Online,Video Games,111,57.45,35.64,180.0
2024-03-18,S00,QuickCart Online,National,Online,Accessories,73,38.94,22.04,180.0
2024-03-18,S00,QuickCart Online,National,Online,Collectibles,45,50.48,24.98,180.0
2024-03-18,S00,QuickCart Online,National,Online,Trade-Ins/Used Games,58,17.04,5.95,180.0
2024-03-25,S01,"Monterey, CA",Central Coast,In-Store,Consoles,7,405.19,319.08,480.0
2024-03-25,S01,"Monterey, CA",Central Coast,In-Store,Video Games,44,49.3,31.22,480.0
2024-03-25,S01,"Monterey, CA",Central Coast,In-Store,Accessories,29,21.77,11.67,480.0
2024-03-25,S01,"Monterey, CA",Central Coast,In-Store,Collectibles,14,49.76,23.94,480.0
2024-03-25,S01,"Monterey, CA",Central Coast,In-Store,Trade-Ins/Used Games,17,18.32,6.27,480.0
2024-03-25,S02,"Salinas, CA",Central Coast,In-Store,Consoles,8,432.84,358.4,420.0
2024-03-25,S02,"Salinas, CA",Central Coast,In-Store,Video Games,41,58.42,34.65,420.0
2024-03-25,S02,"Salinas, CA",Central Coast,In-Store,Accessories,22,44.53,23.96,420.0
2024-03-25,S02,"Salinas, CA",Central Coast,In-Store,Collectibles,16,64.96,32.45,420.0
2024-03-25,S02,"Salinas, CA",Central Coast,In-Store,Trade-Ins/Used Games,25,17.33,6.12,420.0
2024-03-25,S03,"Santa Cruz, CA",Central Coast,In-Store,Consoles,7,433.98,372.51,440.0
2024-03-25,S03,"Santa Cruz, CA",Central Coast,In-Store,Video Games,40,50.76,31.77,440.0
2024-03-25,S03,"Santa Cruz, CA",Central Coast,In-Store,Accessories,35,27.93,15.17,440.0
2024-03-25,S03,"Santa Cruz, CA",Central Coast,In-Store,Collectibles,17,75.92,37.06,440.0
2024-03-25,S03,"Santa Cruz, CA",Central Coast,In-Store,Trade-Ins/Used Games,24,27.47,9.79,440.0
2024-03-25,S04,"San Jose, CA",Bay Area,In-Store,Consoles,8,463.6,377.24,620.0
2024-03-25,S04,"San Jose, CA",Bay Area,In-Store,Video Games,33,49.88,29.94,620.0
2024-03-25,S04,"San Jose, CA",Bay Area,In-Store,Accessories,24,56.65,31.11,620.0
2024-03-25,S04,"San Jose, CA",Bay Area,In-Store,Collectibles,12,28.63,13.16,620.0
2024-03-25,S04,"San Jose, CA",Bay Area,In-Store,Trade-Ins/Used Games,24,11.53,4.14,620.0
2024-03-25,S05,"Sacramento, CA",Central Valley,In-Store,Consoles,10,487.37,381.17,520.0
2024-03-25,S05,"Sacramento, CA",Central Valley,In-Store,Video Games,33,61.99,37.02,520.0
2024-03-25,S05,"Sacramento, CA",Central Valley,In-Store,Accessories,27,21.3,12.1,520.0
2024-03-25,S05,"Sacramento, CA",Central Valley,In-Store,Collectibles,16,75.63,35.09,520.0
2024-03-25,S05,"Sacramento, CA",Central Valley,In-Store,Trade-Ins/Used Games,20,19.27,6.86,520.0
2024-03-25,S06,"Fresno, CA",Central Valley,In-Store,Consoles,7,443.42,355.78,460.0
2024-03-25,S06,"Fresno, CA",Central Valley,In-Store,Video Games,41,52.47,32.64,460.0
2024-03-25,S06,"Fresno, CA",Central Valley,In-Store,Accessories,26,50.39,27.63,460.0
2024-03-25,S06,"Fresno, CA",Central Valley,In-Store,Collectibles,17,44.75,22.44,460.0
2024-03-25,S06,"Fresno, CA",Central Valley,In-Store,Trade-Ins/Used Games,26,20.54,7.03,460.0
2024-03-25,S00,QuickCart Online,National,Online,Consoles,20,451.75,387.71,180.0
2024-03-25,S00,QuickCart Online,National,Online,Video Games,109,63.04,37.67,180.0
2024-03-25,S00,QuickCart Online,National,Online,Accessories,65,42.85,24.45,180.0
2024-03-25,S00,QuickCart Online,National,Online,Collectibles,38,26.18,13.0,180.0
2024-03-25,S00,QuickCart Online,National,Online,Trade-Ins/Used Games,63,16.13,5.79,180.0
2024-04-01,S01,"Monterey, CA",Central Coast,In-Store,Consoles,7,489.53,387.26,480.0
2024-04-01,S01,"Monterey, CA",Central Coast,In-Store,Video Games,35,67.39,40.62,480.0
2024-04-01,S01,"Monterey, CA",Central Coast,In-Store,Accessories,28,29.73,15.58,480.0
2024-04-01,S01,"Monterey, CA",Central Coast,In-Store,Collectibles,11,54.14,25.3,480.0
2024-04-01,S01,"Monterey, CA",Central Coast,In-Store,Trade-Ins/Used Games,26,18.37,6.13,480.0
2024-04-01,S02,"Salinas, CA",Central Coast,In-Store,Consoles,10,482.92,401.93,420.0
2024-04-01,S02,"Salinas, CA",Central Coast,In-Store,Video Games,41,43.13,26.17,420.0
2024-04-01,S02,"Salinas, CA",Central Coast,In-Store,Accessories,34,45.32,24.03,420.0
2024-04-01,S02,"Salinas, CA",Central Coast,In-Store,Collectibles,16,50.4,23.0,420.0
2024-04-01,S02,"Salinas, CA",Central Coast,In-Store,Trade-Ins/Used Games,16,15.4,5.57,420.0
2024-04-01,S03,"Santa Cruz, CA",Central Coast,In-Store,Consoles,8,471.72,387.88,440.0
2024-04-01,S03,"Santa Cruz, CA",Central Coast,In-Store,Video Games,28,47.64,28.95,440.0
2024-04-01,S03,"Santa Cruz, CA",Central Coast,In-Store,Accessories,22,32.89,18.62,440.0
2024-04-01,S03,"Santa Cruz, CA",Central Coast,In-Store,Collectibles,14,26.76,13.37,440.0
2024-04-01,S03,"Santa Cruz, CA",Central Coast,In-Store,Trade-Ins/Used Games,22,9.41,3.3,440.0
2024-04-01,S04,"San Jose, CA",Bay Area,In-Store,Consoles,7,413.36,336.56,620.0
2024-04-01,S04,"San Jose, CA",Bay Area,In-Store,Video Games,38,46.22,28.42,620.0
2024-04-01,S04,"San Jose, CA",Bay Area,In-Store,Accessories,31,17.85,10.28,620.0
2024-04-01,S04,"San Jose, CA",Bay Area,In-Store,Collectibles,11,55.82,26.81,620.0
2024-04-01,S04,"San Jose, CA",Bay Area,In-Store,Trade-Ins/Used Games,26,22.85,7.91,620.0
2024-04-01,S05,"Sacramento, CA",Central Valley,In-Store,Consoles,8,462.57,397.55,520.0
2024-04-01,S05,"Sacramento, CA",Central Valley,In-Store,Video Games,31,39.49,25.19,520.0
2024-04-01,S05,"Sacramento, CA",Central Valley,In-Store,Accessories,26,46.98,26.17,520.0
2024-04-01,S05,"Sacramento, CA",Central Valley,In-Store,Collectibles,16,70.46,33.25,520.0
2024-04-01,S05,"Sacramento, CA",Central Valley,In-Store,Trade-Ins/Used Games,15,22.65,8.18,520.0
2024-04-01,S06,"Fresno, CA",Central Valley,In-Store,Consoles,7,476.91,389.68,460.0
2024-04-01,S06,"Fresno, CA",Central Valley,In-Store,Video Games,40,57.95,37.05,460.0
2024-04-01,S06,"Fresno, CA",Central Valley,In-Store,Accessories,22,48.93,26.8,460.0
2024-04-01,S06,"Fresno, CA",Central Valley,In-Store,Collectibles,13,22.07,10.28,460.0
2024-04-01,S06,"Fresno, CA",Central Valley,In-Store,Trade-Ins/Used Games,15,32.33,11.33,460.0
2024-04-01,S00,QuickCart Online,National,Online,Consoles,27,453.3,362.54,180.0
2024-04-01,S00,QuickCart Online,National,Online,Video Games,106,44.73,27.34,180.0
2024-04-01,S00,QuickCart Online,National,Online,Accessories,86,52.96,28.64,180.0
2024-04-01,S00,QuickCart Online,National,Online,Collectibles,30,44.76,22.32,180.0
2024-04-01,S00,QuickCart Online,National,Online,Trade-Ins/Used Games,60,31.37,10.86,180.0
2024-04-08,S01,"Monterey, CA",Central Coast,In-Store,Consoles,10,448.62,367.78,480.0
2024-04-08,S01,"Monterey, CA",Central Coast,In-Store,Video Games,44,54.58,34.86,480.0
2024-04-08,S01,"Monterey, CA",Central Coast,In-Store,Accessories,32,17.55,9.75,480.0
2024-04-08,S01,"Monterey, CA",Central Coast,In-Store,Collectibles,17,57.18,26.96,480.0
2024-04-08,S01,"Monterey, CA",Central Coast,In-Store,Trade-Ins/Used Games,16,25.52,8.76,480.0
2024-04-08,S02,"Salinas, CA",Central Coast,In-Store,Consoles,9,441.61,368.99,420.0
2024-04-08,S02,"Salinas, CA",Central Coast,In-Store,Video Games,33,40.27,25.89,420.0
2024-04-08,S02,"Salinas, CA",Central Coast,In-Store,Accessories,26,58.92,31.68,420.0
2024-04-08,S02,"Salinas, CA",Central Coast,In-Store,Collectibles,18,85.35,39.23,420.0
2024-04-08,S02,"Salinas, CA",Central Coast,In-Store,Trade-Ins/Used Games,22,18.08,6.52,420.0
2024-04-08,S03,"Santa Cruz, CA",Central Coast,In-Store,Consoles,9,494.28,390.83,440.0
2024-04-08,S03,"Santa Cruz, CA",Central Coast,In-Store,Video Games,38,62.44,36.91,440.0
2024-04-08,S03,"Santa Cruz, CA",Central Coast,In-Store,Accessories,22,49.03,26.61,440.0
2024-04-08,S03,"Santa Cruz, CA",Central Coast,In-Store,Collectibles,13,58.71,28.48,440.0
2024-04-08,S03,"Santa Cruz, CA",Central Coast,In-Store,Trade-Ins/Used Games,22,32.72,11.31,440.0
2024-04-08,S04,"San Jose, CA",Bay Area,In-Store,Consoles,9,456.39,375.34,620.0
2024-04-08,S04,"San Jose, CA",Bay Area,In-Store,Video Games,34,58.49,35.36,620.0
2024-04-08,S04,"San Jose, CA",Bay Area,In-Store,Accessories,23,47.11,25.91,620.0
2024-04-08,S04,"San Jose, CA",Bay Area,In-Store,Collectibles,13,58.32,27.33,620.0
2024-04-08,S04,"San Jose, CA",Bay Area,In-Store,Trade-Ins/Used Games,18,20.16,7.41,620.0
2024-04-08,S05,"Sacramento, CA",Central Valley,In-Store,Consoles,7,490.65,401.98,520.0
2024-04-08,S05,"Sacramento, CA",Central Valley,In-Store,Video Games,29,64.58,39.85,520.0
2024-04-08,S05,"Sacramento, CA",Central Valley,In-Store,Accessories,35,34.03,17.94,520.0
2024-04-08,S05,"Sacramento, CA",Central Valley,In-Store,Collectibles,16,78.19,36.85,520.0
2024-04-08,S05,"Sacramento, CA",Central Valley,In-Store,Trade-Ins/Used Games,19,10.62,3.73,520.0
2024-04-08,S06,"Fresno, CA",Central Valley,In-Store,Consoles,10,484.14,405.4,460.0
2024-04-08,S06,"Fresno, CA",Central Valley,In-Store,Video Games,44,58.13,37.1,460.0
2024-04-08,S06,"Fresno, CA",Central Valley,In-Store,Accessories,29,19.46,10.38,460.0
2024-04-08,S06,"Fresno, CA",Central Valley,In-Store,Collectibles,12,74.33,33.99,460.0
2024-04-08,S06,"Fresno, CA",Central Valley,In-Store,Trade-Ins/Used Games,21,18.22,6.57,460.0
2024-04-08,S00,QuickCart Online,National,Online,Consoles,22,460.19,361.74,180.0
2024-04-08,S00,QuickCart Online,National,Online,Video Games,84,68.99,43.71,180.0
2024-04-08,S00,QuickCart Online,National,Online,Accessories,76,48.61,27.6,180.0
2024-04-08,S00,QuickCart Online,National,Online,Collectibles,29,87.07,42.39,180.0
2024-04-08,S00,QuickCart Online,National,Online,Trade-Ins/Used Games,52,26.0,8.96,180.0
2024-04-15,S01,"Monterey, CA",Central Coast,In-Store,Consoles,10,477.03,396.63,480.0
2024-04-15,S01,"Monterey, CA",Central Coast,In-Store,Video Games,30,67.99,41.87,480.0
2024-04-15,S01,"Monterey, CA",Central Coast,In-Store,Accessories,35,16.49,8.73,480.0
2024-04-15,S01,"Monterey, CA",Central Coast,In-Store,Collectibles,12,30.53,14.39,480.0
2024-04-15,S01,"Monterey, CA",Central Coast,In-Store,Trade-Ins/Used Games,23,17.65,6.45,480.0
2024-04-15,S02,"Salinas, CA",Central Coast,In-Store,Consoles,10,483.59,386.65,420.0
2024-04-15,S02,"Salinas, CA",Central Coast,In-Store,Video Games,38,55.53,33.14,420.0
2024-04-15,S02,"Salinas, CA",Central Coast,In-Store,Accessories,26,38.01,20.91,420.0
2024-04-15,S02,"Salinas, CA",Central Coast,In-Store,Collectibles,12,84.91,39.35,420.0
2024-04-15,S02,"Salinas, CA",Central Coast,In-Store,Trade-Ins/Used Games,22,27.02,9.56,420.0
2024-04-15,S03,"Santa Cruz, CA",Central Coast,In-Store,Consoles,10,455.36,385.54,440.0
2024-04-15,S03,"Santa Cruz, CA",Central Coast,In-Store,Video Games,27,40.36,25.38,440.0
2024-04-15,S03,"Santa Cruz, CA",Central Coast,In-Store,Accessories,30,43.3,24.45,440.0
2024-04-15,S03,"Santa Cruz, CA",Central Coast,In-Store,Collectibles,14,63.73,30.58,440.0
2024-04-15,S03,"Santa Cruz, CA",Central Coast,In-Store,Trade-Ins/Used Games,22,16.24,5.94,440.0
2024-04-15,S04,"San Jose, CA",Bay Area,In-Store,Consoles,8,479.47,400.44,620.0
2024-04-15,S04,"San Jose, CA",Bay Area,In-Store,Video Games,32,41.19,24.41,620.0
2024-04-15,S04,"San Jose, CA",Bay Area,In-Store,Accessories,28,35.79,19.1,620.0
2024-04-15,S04,"San Jose, CA",Bay Area,In-Store,Collectibles,15,40.88,20.05,620.0
2024-04-15,S04,"San Jose, CA",Bay Area,In-Store,Trade-Ins/Used Games,23,30.52,11.19,620.0
2024-04-15,S05,"Sacramento, CA",Central Valley,In-Store,Consoles,7,436.05,359.77,520.0
2024-04-15,S05,"Sacramento, CA",Central Valley,In-Store,Video Games,32,52.99,32.09,520.0
2024-04-15,S05,"Sacramento, CA",Central Valley,In-Store,Accessories,25,18.36,9.89,520.0
2024-04-15,S05,"Sacramento, CA",Central Valley,In-Store,Collectibles,13,62.08,29.05,520.0
2024-04-15,S05,"Sacramento, CA",Central Valley,In-Store,Trade-Ins/Used Games,25,12.99,4.47,520.0
2024-04-15,S06,"Fresno, CA",Central Valley,In-Store,Consoles,9,430.27,362.1,460.0
2024-04-15,S06,"Fresno, CA",Central Valley,In-Store,Video Games,36,54.44,33.75,460.0
